names,address,latitude,longitude,place_id,longitude.1,latitude.1
Division Street Farmer's Market,"&, W Division St & N Dearborn Pkwy, Chicago, IL 60610, USA",41.9039153,-87.6299915,ChIJJ1oXvk_TD4gRbCjdcTQ0JmY,-87.6299915,41.9039153
Dollar Bargain & Grocery,"4041 W North Ave, Chicago, IL 60639, USA",41.9095502,-87.7281483,ChIJv4bAICXND4gRT2s4w3gyFQY,-87.7281483,41.9095502
Dollar General,"1425 E 71st St, Chicago, IL 60619, USA",41.7657343,-87.5897975,ChIJZcOtW-UoDogRkosTu7bNDu8,-87.5897975,41.7657343
Dollar General,"8341 S Cottage Grove Ave, Chicago, IL 60619, USA",41.74292,-87.6046037,ChIJr26AY6QoDogRRmHR7Yp6bes,-87.6046037,41.74292
Dollar General,"9520 S Jeffery Ave, Chicago, IL 60617, USA",41.7215825,-87.575669,ChIJ8x-XQcwnDogRosoNLbc6qts,-87.575669,41.7215825
Dollar General,"8201 S Racine Ave, Chicago, IL 60620, USA",41.744769,-87.6532647,ChIJHauRh3kvDogRyJtbEhyjn68,-87.6532647,41.744769
Dollar General,"316 W 103rd St, Chicago, IL 60628, USA",41.7073166,-87.6316613,ChIJidTqkMUlDogRAnFyC761mkU,-87.6316613,41.7073166
Dollar General,NA NA,41.9647314,-87.9952008,n5192231381,-87.9952008,41.9647314
Dollar Tree,NA NA,41.8798442,-87.7979261,n4993727822,-87.7979261,41.8798442
Dona Maris Carniceria y Fruteria,NA NA,41.9244028,-87.7217288,n1780030550,-87.7217288,41.9244028
Drive Thru Food Market,"11132 S Halsted St, Chicago, IL 60628, USA",41.6913375,-87.6428114,ChIJFRsKXEkkDogR9I7hX7lfC0g,-87.6428114,41.6913375
Dukan International Food Market,"4638-4642 N Kedzie Ave, Chicago, IL 60625, USA",41.9659413,-87.7088628,ChIJowFzjO_ND4gRTh7vZ7_fmTE,-87.7088628,41.9659413
Eataly Chicago,"43 E Ohio St, Chicago, IL 60611, USA",41.892372,-87.626263,ChIJDYxXqq0sDogRmOHy0xslWYw,-87.626263,41.892372
Eddie & Son Grocery & Liquor,"3624 W North Ave, Chicago, IL 60647, USA",41.9101576,-87.7176012,ChIJq41cmzjND4gRTuKv-T0p5ZM,-87.7176012,41.9101576
Edgewater Farmers Market,"5917 N Broadway St, Chicago, IL 60660, USA",41.9891162,-87.6597001,ChIJtYaXWZ7RD4gRhOi3mZQpLTQ,-87.6597001,41.9891162
Edgewater Produce,5509 North Clark Street,41.98213151,-87.66820079,w209946763,-87.66820079,41.98213151
Ed's Food Mart,"11809 S Michigan Ave, Chicago, IL 60628, USA",41.679518,-87.6202821,ChIJH2gJ7iAkDogR-Fp8iwYQv-Q,-87.6202821,41.679518
Ed's Way,946 Beloit Avenue,41.868747,-87.8113174,n3358857188,-87.8113174,41.868747
El Barrio Grocery Store,"3938 W North Ave, Chicago, IL 60647, USA",41.9100346,-87.7255153,ChIJg9KtGzvND4gRmI0vmLtg8IA,-87.7255153,41.9100346
El Castillo Meat Market,"3704 W 55th St, Chicago, IL 60632, USA",41.793601,-87.7161678,ChIJj5rnuMAxDogRiX2DM-9v-kQ,-87.7161678,41.793601
El Cubano Supermarket,"4939 S Ashland Ave, Chicago, IL 60609, USA",41.8038079,-87.664445,ChIJQTjSW2QuDogRKPZ8l_VEX4U,-87.664445,41.8038079
El Guero Supermercado,"9029 S Commercial Ave, Chicago, IL 60617, USA",41.731016,-87.55087,ChIJc2IlE-MnDogRRGcitpGlJKQ,-87.55087,41.731016
El Ranchito Food,"8327 S Pulaski Rd, Chicago, IL 60652, USA",41.7414201,-87.721105,ChIJr6ZOJXQwDogR_n3H_qe2oC4,-87.721105,41.7414201
El Ranchito Market Carniceria y Fruteria,"3900 W 71st St, Chicago, IL 60629, USA",41.764376,-87.7201876,ChIJQS9iwkYwDogRywnHNFQ-MC4,-87.7201876,41.764376
El Rey Seafood,"4315 S Tripp Ave, Chicago, IL 60632, USA",41.8139736,-87.7298765,ChIJexkjYIYxDogR0xrwXQIKMWE,-87.7298765,41.8139736
El Supermercado Martinez,"4301 S Archer Ave, Chicago, IL 60632, USA",41.8152791,-87.7019507,ChIJg3igL_8xDogR4wQMf2wtHe0,-87.7019507,41.8152791
El-Jeeb Grocery & Meats,"4805 N Pulaski Rd, Chicago, IL 60630, USA",41.9685738,-87.7278977,ChIJJf2aZdDND4gRWtYFkfhdcbo,-87.7278977,41.9685738
Elston Grocery,"4346 N Elston Ave, Chicago, IL 60641, USA",41.9596983,-87.7281107,ChIJLWPMjcjND4gRak0WEp5uhlU,-87.7281107,41.9596983
Eric's Food Center,"13209 S Baltimore Ave, Chicago, IL 60633, USA",41.6551536,-87.546732,ChIJj1t41lInDogRYX8hGsBuWDk,-87.546732,41.6551536
European American Grocery & Meat,"5356 N Lincoln Ave, Chicago, IL 60625, USA",41.9792983,-87.6929172,ChIJFblny_7RD4gRoOcUUFKv-aU,-87.6929172,41.9792983
Evelyn's Food Market,"Chicago, IL 60641, USA",41.934422,-87.7271963,ChIJpejKKgbND4gRB45GeOrYQjY,-87.7271963,41.934422
Express Mart,"11058 S Wentworth Ave, Chicago, IL 60628, USA",41.6927353,-87.6283076,ChIJw6Eeji0kDogRqIecdQmrXRc,-87.6283076,41.6927353
Fahlstrom's Fresh Fish Market,"1258 W Belmont Ave, Chicago, IL 60657, USA",41.9400873,-87.6611781,ChIJx46JelTSD4gREhuVgykxHwQ,-87.6611781,41.9400873
Fair Share,"6422 W 63rd St, Chicago, IL 60638, USA",41.7783309,-87.7821703,ChIJsY_9xyk3DogReeAFYrpvNak,-87.7821703,41.7783309
Fairplay,"4640 S Halsted St, Chicago, IL 60609, USA",41.8100115,-87.647263,ChIJcbTYoZsuDogRAXIZFQUFLWo,-87.647263,41.8100115
Fairplay,NA NA,41.6908948,-87.7853905,n2300453601,-87.7853905,41.6908948
Fairplay Finer Foods,"2323 W 111th St, Chicago, IL 60643, USA",41.6915595,-87.6803853,ChIJX1AWM9wkDogRszzX62oSxoM,-87.6803853,41.6915595
Fairplay Foods,"2200 S Western Ave, Chicago, IL 60608, USA",41.8514976,-87.6869908,ChIJBWF1hJwtDogR59sHaFbOSB4,-87.6869908,41.8514976
Fairplay Foods,8700 South Cicero Avenue,41.73400176,-87.74359083,w131642845,-87.74359083,41.73400176
Family Dollar,"100 95th St, Chicago, IL 60628, USA",41.7219936,-87.6267362,ChIJr8pS0uUlDogRA--RWlthoZY,-87.6267362,41.7219936
Family Dollar,"2159 E 71st St, Chicago, IL 60649, USA",41.7660381,-87.5716159,ChIJJ6lFYFAoDogRiGq1HnXPKxw,-87.5716159,41.7660381
Family Dollar,"6611 S Halsted St, Chicago, IL 60621, USA",41.7739901,-87.6436608,ChIJb6JCtR0vDogRLdt537my2rc,-87.6436608,41.7739901
Family Dollar,"4425 S Cottage Grove Ave, Chicago, IL 60653, USA",41.8141147,-87.606314,ChIJsz62VlgpDogRLXrno-UL4Vo,-87.606314,41.8141147
Family Dollar,"1312 E 79th St, Chicago, IL 60619, USA",41.7515425,-87.5924378,ChIJX-Js6pMoDogREqO0GB-ZkCY,-87.5924378,41.7515425
Family Dollar,"501 E 79th St, Chicago, IL 60619, USA",41.7514355,-87.6120445,ChIJ4ThWYaQoDogRdCicFZFwfDM,-87.6120445,41.7514355
Family Dollar,"51 E 71st St, Chicago, IL 60619, USA",41.76529,-87.622704,ChIJ08N_BTIvDogR3jFldYRc2E0,-87.622704,41.76529
Family Dollar,"8035 S Halsted St, Chicago, IL 60620, USA",41.7478521,-87.6441607,ChIJ-3T5N28vDogRZKTG-Vpr-D8,-87.6441607,41.7478521
Family Dollar,"6349 S Cottage Grove Ave, Chicago, IL 60637, USA",41.7791594,-87.6054718,ChIJJ5x98SYpDogRvhCwYYqIRIM,-87.6054718,41.7791594
Family Dollar,"1200 W 87th St, Chicago, IL 60620, USA",41.7360752,-87.653587,ChIJ7ZZbpIAlDogRuim5-KyH-mU,-87.653587,41.7360752
Family Dollar,"66 E 103rd St Ste 90, Chicago, IL 60628, USA",41.7077467,-87.6204845,ChIJMd90N9glDogRw3mtybXJ-lY,-87.6204845,41.7077467
Family Dollar,"6414 S Western Ave, Chicago, IL 60636, USA",41.7773154,-87.6838585,ChIJg7xFcjMuDogR5ae02JDC60M,-87.6838585,41.7773154
Family Dollar,"811 W 103rd St, Chicago, IL 60643, USA",41.7066463,-87.6434189,ChIJwdSIqrAlDogRqTk9jSwiR5g,-87.6434189,41.7066463
Family Dollar,"5401 S Wentworth Ave, Chicago, IL 60609, USA",41.7967253,-87.629281,ChIJR8Za5ccuDogR6Y4P-xCr-IQ,-87.629281,41.7967253
Family Dollar,"829 W 119th St, Chicago, IL 60643, USA",41.6771506,-87.6433799,ChIJG_cs6kEkDogRPLsr1JmctZg,-87.6433799,41.6771506
Family Dollar,"364 E 87th St, Chicago, IL 60619, USA",41.7367392,-87.6153064,ChIJw9cLcqooDogRr2uYWIyscP0,-87.6153064,41.7367392
Family Dollar,"9101 S Commercial Ave, Chicago, IL 60617, USA",41.7299036,-87.5509269,ChIJbyy5Y-MnDogRo5uz10imVtw,-87.5509269,41.7299036
Family Dollar,"7340 S Ashland Ave, Chicago, IL 60636, USA",41.7598462,-87.6640237,ChIJk5YPz6MvDogR5UTNXKilxy0,-87.6640237,41.7598462
Family Dollar,"2660 E 79th St, Chicago, IL 60649, USA",41.7521793,-87.5589366,ChIJ8fM80RQoDogR6Qw0rWIxiQY,-87.5589366,41.7521793
Family Dollar,"1615 W 59th St, Chicago, IL 60636, USA",41.7864715,-87.6651856,ChIJB3FLglAuDogRMbMECvWPmm0,-87.6651856,41.7864715
Family Dollar,"1221 95th St, Chicago, IL 60643, USA",41.721005,-87.6540082,ChIJY44To54lDogRgC2wj0pCcqo,-87.6540082,41.721005
Family Dollar,"2610 W 71st St, Chicago, IL 60629, USA",41.7647186,-87.6886104,ChIJ9UyF2NovDogRfwE5mLmUtt4,-87.6886104,41.7647186
Family Dollar,"7927 S Ashland Ave, Chicago, IL 60620, USA",41.7495214,-87.6630439,ChIJtUVpgZsvDogRXYPryAxMtVQ,-87.6630439,41.7495214
Family Dollar,"8915 S Stony Island Ave, Chicago, IL 60617, USA",41.732995,-87.5847412,ChIJoXJSnSkmDogRYlx8cd1KbmU,-87.5847412,41.732995
Family Dollar,"11438 S Michigan Ave, Chicago, IL 60628, USA",41.6856186,-87.6212345,ChIJH5DG0yckDogRLS6ZVFh5C64,-87.6212345,41.6856186
Family Dollar,"3120 W 63rd St, Chicago, IL 60629, USA",41.7792929,-87.7017244,ChIJ5aTXkNQxDogRscgMYTyIiVk,-87.7017244,41.7792929
Family Dollar,"11041 S Kedzie Ave, Chicago, IL 60655, USA",41.6922174,-87.7005118,ChIJqwbAbyw7DogRdaI0nhiA-Yw,-87.7005118,41.6922174
Family Dollar,"8320 S Pulaski Rd, Chicago, IL 60652, USA",41.7415496,-87.722013,ChIJlRcJJHQwDogRSaWkq6jsju4,-87.722013,41.7415496
Family Dollar,"4646 S Halsted St, Chicago, IL 60609, USA",41.8098099,-87.6472571,ChIJzVO9RoQEDogRjH4BueYXB-o,-87.6472571,41.8098099
Family Dollar,"2420 W 51st St, Chicago, IL 60632, USA",41.8012393,-87.6851146,ChIJyR-P2BYuDogRllnr5D_lVR0,-87.6851146,41.8012393
Family Dollar,"7000 S Pulaski Rd Suite B, Chicago, IL 60629, USA",41.7654498,-87.7234526,ChIJwyQ6V0QwDogR0QjIicxYQiU,-87.7234526,41.7654498
Family Dollar,"120 W 79th St, Chicago, IL 60620, USA",41.7508833,-87.6275442,ChIJ2y7lS08vDogRFb8zyWHawgw,-87.6275442,41.7508833
Family Dollar,"6800 S Ashland Ave, Chicago, IL 60636, USA",41.770249,-87.664286,ChIJ4Zj_6a4vDogRyVIw1YqN-b4,-87.664286,41.770249
Family Dollar,"11810 S Western Ave, Chicago, IL 60643, USA",41.678503,-87.6811211,ChIJAWWC7cAkDogRqIbhj6gH8eQ,-87.6811211,41.678503
Family Dollar,"1700 W 18th St, Chicago, IL 60608, USA",41.8579622,-87.6689523,ChIJL2_AawgtDogR5R_mzwxZg88,-87.6689523,41.8579622
Family Dollar,"1533 W Chicago Ave #37, Chicago, IL 60642, USA",41.8959529,-87.6661828,ChIJhfIqMy0tDogRhK4OiGHk0n4,-87.6661828,41.8959529
Family Dollar,"3431 S Halsted St, Chicago, IL 60608, USA",41.83165,-87.645775,ChIJSdoHeDksDogRN4FVDfbozuk,-87.645775,41.83165
Family Dollar,"4247 W Madison St, Chicago, IL 60624, USA",41.880319,-87.732356,ChIJZz-djd4yDogR8Gq93PUjHJY,-87.732356,41.880319
Family Dollar,"413 S Kedzie Ave, Chicago, IL 60612, USA",41.875429,-87.7059776,ChIJVfRzQZgyDogRFBLbEQZTzj4,-87.7059776,41.875429
Family Dollar,"2239 S Pulaski Rd, Chicago, IL 60623, USA",41.8501659,-87.7240772,ChIJbd8YuFsyDogR6yJC65BvRKw,-87.7240772,41.8501659
Family Dollar,"4938 S Kedzie Ave, Chicago, IL 60632, USA",41.8030632,-87.7054741,ChIJnxu2PeQxDogReKNTORrb-7s,-87.7054741,41.8030632
Family Dollar,"3644 W 26th St, Chicago, IL 60623, USA",41.8445786,-87.7163492,ChIJA9_Dz2kyDogRvBU0PsRdDNs,-87.7163492,41.8445786
Family Dollar,"5711 W 63rd St, Chicago, IL 60638, USA",41.7777307,-87.7646647,ChIJgV7maNgwDogRQGXzsFZflXk,-87.7646647,41.7777307
Family Dollar,"6190 S Archer Ave, Chicago, IL 60638, USA",41.7941829,-87.7739889,ChIJQYB7gDQxDogRjWKoD1jnYMU,-87.7739889,41.7941829
Family Dollar,"3401 W Chicago Ave, Chicago, IL 60651, USA",41.89521,-87.71173,ChIJpWB7abMyDogRRGRVYtTqwuw,-87.71173,41.89521
Family Dollar,"2118 W Cermak Rd, Chicago, IL 60608, USA",41.8523088,-87.6793014,ChIJJw43T58tDogRwMXTjMrNbUY,-87.6793014,41.8523088
Family Dollar,"3845 W North Ave, Chicago, IL 60647, USA",41.9097711,-87.723485,ChIJvRi8tjvND4gRpCzdqlTA2ws,-87.723485,41.9097711
Family Dollar,"4200 W Belmont Ave, Chicago, IL 60641, USA",41.9392724,-87.7323257,ChIJbyXvSarND4gR3fmphGJXVGI,-87.7323257,41.9392724
Family Dollar,"3429 W Diversey Ave, Chicago, IL 60647, USA",41.9316963,-87.7136059,ChIJq-p7dXTND4gRsVO7tfntyrg,-87.7136059,41.9316963
Family Dollar,"2274 N Milwaukee Ave, Chicago, IL 60647, USA",41.9222775,-87.6967783,ChIJydH45p3SD4gRiLKFkm6Irrg,-87.6967783,41.9222775
Family Dollar,"4748 W Fullerton Ave, Chicago, IL 60639, USA",41.924639,-87.7454995,ChIJoxz1mOXMD4gRUCIy6NLfsF4,-87.7454995,41.924639
Family Dollar,"2700 W Division St, Chicago, IL 60622, USA",41.9032587,-87.694681,ChIJbTdlEqnSD4gRVG2snGaWvoM,-87.694681,41.9032587
Family Dollar,"5660 W Roosevelt Rd, Chicago, IL 60644, USA",41.8663951,-87.7665198,ChIJ2YfEinAzDogRZCK9R7hLtU0,-87.7665198,41.8663951
Family Dollar,"100 S Laramie Ave, Chicago, IL 60644, USA",41.879141,-87.7553759,ChIJ_b42wT8zDogRH6QvsxMxmNg,-87.7553759,41.879141
Family Dollar,"3217 W North Ave, Chicago, IL 60647, USA",41.9099356,-87.7076952,ChIJaRLGzUTND4gRcli0P8WjBZA,-87.7076952,41.9099356
Family Dollar,"5101 W Division St, Chicago, IL 60651, USA",41.9021819,-87.7534905,ChIJiR0b28vMD4gR_3Ayu9SXyok,-87.7534905,41.9021819
Family Dollar,"3916 W Fullerton Ave, Chicago, IL 60647, USA",41.924649,-87.7249186,ChIJuXYoVBDND4gRxBj76P48Phs,-87.7249186,41.924649
Family Dollar,"5222 W Grand Ave #5226, Chicago, IL 60639, USA",41.9174112,-87.7568523,ChIJqRqL-L_MD4gRDBadyBN4kYQ,-87.7568523,41.9174112
Family Dollar,"4613 N Broadway St, Chicago, IL 60640, USA",41.965854,-87.657525,ChIJ86nfr9LTD4gRY1A8OLraCnI,-87.657525,41.965854
Family Dollar,"3601 W Montrose Ave, Chicago, IL 60618, USA",41.96082,-87.718249,ChIJey0e6ZbND4gRAVqIPgpOd_w,-87.718249,41.96082
Family Dollar,"2845 N Central Ave, Chicago, IL 60634, USA",41.9325961,-87.7659208,ChIJPfmFrYjMD4gR2dgoOu296Hk,-87.7659208,41.9325961
Family Dollar,"3239 W Lawrence Ave, Chicago, IL 60625, USA",41.9682486,-87.7099605,ChIJLV9wqeXND4gRj3Nxhbpfmv8,-87.7099605,41.9682486
Family Dollar,"1425 W Morse Ave, Chicago, IL 60626, USA",42.0075687,-87.6667616,ChIJv9WyNK7RD4gRtIDgyy5kt6Y,-87.6667616,42.0075687
Family Dollar,"6240 N Western Ave, Chicago, IL 60659, USA",41.9951894,-87.6901886,ChIJQewygufRD4gRO9JyR5nGmds,-87.6901886,41.9951894
Family Dollar,"6701 W Belmont Ave, Chicago, IL 60634, USA",41.9380046,-87.794113,ChIJD79Gf3XLD4gRIu9hbdOXKrU,-87.794113,41.9380046
Family Time Grocery & Deli,"5616 W Division St, Chicago, IL 60651, USA",41.9022421,-87.766396,ChIJWVqvCbLMD4gRQeuZXfsBSHs,-87.766396,41.9022421
Farmer's Pride Produce and Market,"2110 N Milwaukee Ave, Chicago, IL 60647, USA",41.919417,-87.692164,ChIJn6w0LpnSD4gRExXzgJg3d0g,-87.692164,41.919417
Farmers' Market: Chicago's Garden Center,"2108, 4110 N Elston Ave, Chicago, IL 60618, USA",41.9553589,-87.7222269,ChIJj-GvSb_ND4gRR2vwE4Zctt8,-87.7222269,41.9553589
Farmers Pride Produce,"756 N Western Ave, Chicago, IL 60612, USA",41.8954574,-87.6871096,ChIJq0XKQ00tDogR6CfSuomuy5c,-87.6871096,41.8954574
Fat Lee Supermarket,"2701 S Wells St, Chicago, IL 60616, USA",41.8438979,-87.6326828,ChIJZx_fOm8sDogROB1zIGrPJ1c,-87.6326828,41.8438979
Fay's Food & Meat Market,"5512 W North Ave, Chicago, IL 60639, USA",41.90954,-87.7635717,ChIJCZahW7rMD4gR5TJEmrP97tE,-87.7635717,41.90954
Federal Plaza Farmer's Market,"W Adams St & S Dearborn St, Chicago, IL 60604, USA",41.8789886,-87.6296342,ChIJhTBhubwsDogRjZSpXIu-Sfg,-87.6296342,41.8789886
Food 4 Less,"112 W 87th St, Chicago, IL 60620, USA",41.7377282,-87.6284471,ChIJ-QnsS1YvDogRG25MS5liUUY,-87.6284471,41.7377282
Food 4 Less,"4620 S Damen Ave, Chicago, IL 60609, USA",41.8095051,-87.6779242,ChIJH8jypXMuDogRBPLF1-XPsTs,-87.6779242,41.8095051
Food 4 Less,"7030 S Ashland Ave, Chicago, IL 60636, USA",41.7654661,-87.6644631,ChIJg2-W7qUvDogRmUUI7lMdsgo,-87.6644631,41.7654661
Food 4 Less,"4821 W North Ave, Chicago, IL 60639, USA",41.9082787,-87.7477233,ChIJGUHgLMXMD4gReJ8s0a_AH24,-87.7477233,41.9082787
Food 4 Less,2400 Main Street,42.0325982,-87.7070999,n2294252569,-87.7070999,42.0325982
Food 4 Less,NA NA,41.7518406,-87.745388,n2300373606,-87.745388,41.7518406
Food 4 Less,3039 South Cicero Avenue,41.8376361,-87.7411931,n4643582989,-87.7411931,41.8376361
Food 4 Less,NA NA,41.6724069,-87.7213351,n4677193742,-87.7213351,41.6724069
Food Town,"935 E 79th St, Chicago, IL 60619, USA",41.7510293,-87.6013219,ChIJofmrh74oDogR1NGVfGd9aUQ,-87.6013219,41.7510293
Food Town,"4401 N Hazel St, Chicago, IL 60640, USA",41.961914,-87.6521627,ChIJj0VRks7TD4gR89xAPkPrclU,-87.6521627,41.961914
Foxtrot Market,"1019 W Lake St, Chicago, IL 60654, USA",41.8853531,-87.6529272,ChIJR7URA9osDogRjNdlomhf4wk,-87.6529272,41.8853531
Foxtrot Market,"114 W Chicago Ave, Chicago, IL 60654, USA",41.8968419,-87.6319066,ChIJsej960zTD4gRDGpJqRP_rAs,-87.6319066,41.8968419
Foxtrot Market,"900 W Armitage Ave, Chicago, IL 60614, USA",41.9182831,-87.6511576,ChIJIQqcAxnTD4gRuLyjj7MRJLQ,-87.6511576,41.9182831
Franks Fresh Market,470 Georgetown Square,41.9647171,-87.995804,n5192231368,-87.995804,41.9647171
Fresh Farms,"2626 W Devon Ave, Chicago, IL 60659, USA",41.9977179,-87.6957634,ChIJWSX-pd_RD4gR3FoPP8gzTJw,-87.6957634,41.9977179
Fresh Food Market,"W 30th St, Chicago, IL 60608, USA",41.839775,-87.6461944,ChIJMVRiZ0YsDogRzuhKwF00zv8,-87.6461944,41.839775
Fresh Foods,NA NA,41.7324878,-87.7790288,n2300379048,-87.7790288,41.7324878
Fresh Market Place,"2600 N Central Ave, Chicago, IL 60639, USA",41.9284589,-87.7662947,ChIJc_0g9o_MD4gRVXQN9R1Plcw,-87.7662947,41.9284589
Fresh Thyme,NA NA,41.8091569,-87.9936403,n4381316281,-87.9936403,41.8091569
"Fresh Thyme Farmers Market- Chicago, IL","2500 N Elston Ave, Chicago, IL 60647, USA",41.9264789,-87.6812303,ChIJCXt_hY3SD4gRY-J8Vf-aHq8,-87.6812303,41.9264789
Fullerton Grocery,"5424 W Fullerton Ave, Chicago, IL 60639, USA",41.9241851,-87.7621604,ChIJxx0ZZpHMD4gROX8_z_Z4xH0,-87.7621604,41.9241851
Garden Gourmet Market,"1130 N Ashland Ave, Chicago, IL 60622, USA",41.9024567,-87.6676623,ChIJXYwm3NHSD4gR4Lg_OciW-Sg,-87.6676623,41.9024567
Genie's Discount Liquor & Grocery,"5249 W Chicago Ave, Chicago, IL 60651, USA",41.894742,-87.7575619,ChIJ1WTwZEozDogRUu476PkuG6M,-87.7575619,41.894742
George's Food & Liquor,"1438 95th St, Chicago, IL 60643, USA",41.7215806,-87.6595035,ChIJLwli53UlDogRSzIkEmNxp-g,-87.6595035,41.7215806
Gepperth's Meat Market,"1964 N Halsted St, Chicago, IL 60614, USA",41.91785,-87.64861,ChIJH2KOLBjTD4gRoJNpLjSOJpc,-87.64861,41.91785
GFS,2424 Oakton Street,42.02594507,-87.70715216,w206675665,-87.70715216,42.02594507
Glenwood Sunday Market,"6962 N Glenwood Ave, Chicago, IL 60626, USA",42.0084496,-87.6663379,ChIJ8wYXs6_RD4gRnf2P25w5KQ0,-87.6663379,42.0084496
Go Grocer,"1255 S Michigan Ave, Chicago, IL 60605, USA",41.8659982,-87.6235928,ChIJ5WFrUJssDogR7gAfCBwvMHA,-87.6235928,41.8659982
Go Grocer,"2060 W North Ave, Chicago, IL 60647, USA",41.9105397,-87.6798455,ChIJTyXx0LjSD4gRKqNJjGDjc24,-87.6798455,41.9105397
Gohyang Food Market,"5731 N Lincoln Ave, Chicago, IL 60659, USA",41.9860282,-87.6996619,ChIJtTEWLR3OD4gRSoMQlIT1DU0,-87.6996619,41.9860282
Golden Pacific Market,5353 North Broadway,41.97968368,-87.65944894,w210391639,-87.65944894,41.97968368
Gong Ming Food Market,"208 W 24th St, Chicago, IL 60616, USA",41.8492905,-87.6323899,ChIJCYyOP2QsDogR5UXNGfwpjxM,-87.6323899,41.8492905
Gordon Food Service,6431 West Fullerton Avenue,41.92330863,-87.78632741,w163047141,-87.78632741,41.92330863
Grand Palace Super Market,"7131 S State St, Chicago, IL 60619, USA",41.7646004,-87.6246577,ChIJkRO9kzEvDogRNNkTIbIaxIY,-87.6246577,41.7646004
Green City Market - Indoor Market,"2430 N Cannon Dr, Chicago, IL 60614, USA",41.9267847,-87.6351847,ChIJc-DtRHLTD4gRtO2OIN_vJKs,-87.6351847,41.9267847
Green City Market Lincoln Park,"1817 N Clark St, Chicago, IL 60614, USA",41.9152912,-87.6335462,ChIJNdAsc2rTD4gRNPHXq3qiQCY,-87.6335462,41.9152912
Green City Market West Loop,"115 S Sangamon St, Chicago, IL 60607, USA",41.879807,-87.650484,ChIJC5dU5s8sDogR-mdSCpfs9_w,-87.650484,41.879807
Green Grocer Chicago,"1402 W Grand Ave, Chicago, IL 60642, USA",41.8911737,-87.6625343,ChIJ1cMQ_SstDogRm6pqjEPnSK4,-87.6625343,41.8911737
Green Star Super Market Groceries,"Chicago, IL 60624, USA",41.8808588,-87.72922,ChIJV4_k89wyDogRTMVGuASCeHI,-87.72922,41.8808588
Green Valley Grocery,"3432 W Irving Park Rd, Chicago, IL 60618, USA",41.9539892,-87.7143318,ChIJTwgj9pTND4gRsfFbq7pgBcw,-87.7143318,41.9539892
Grocery Flores,"5200 S California Ave, Chicago, IL 60632, USA",41.799002,-87.694289,ChIJVy4kGB8uDogRBWVdonONH9k,-87.694289,41.799002
Guzman Grocery,"1900 S Leavitt St, Chicago, IL 60608, USA",41.8556807,-87.680966,ChIJ3ZeTMJ4tDogRkXpCbfqUTYk,-87.680966,41.8556807
H Mart,"711 W Jackson Blvd, Chicago, IL 60661, USA",41.8776034,-87.6446963,ChIJQUB-SMIsDogRLiAoQY4_KzY,-87.6446963,41.8776034
Hagen Fish Market,5635 West Montrose Avenue,41.9602481,-87.7686275,n4675994291,-87.7686275,41.9602481
Hagen's Fish Market,"5635 W Montrose Ave, Chicago, IL 60634, USA",41.9603656,-87.7686408,ChIJG2kKrA3MD4gRzs6HrlyuYZk,-87.7686408,41.9603656
Hana's Finer Foods,"1311 E 87th St, Chicago, IL 60619, USA",41.7364719,-87.5923657,ChIJtaYclp0oDogROSYdUgwkK5k,-87.5923657,41.7364719
Happy Foods,6783 North Northwest Highway,42.0045859,-87.81843195,w163431758,-87.81843195,42.0045859
Happy Foods Inc,"6415 N Central Ave, Chicago, IL 60646, USA",41.9980422,-87.7634042,ChIJKWrsa8fOD4gRzqnt1ZGIZqM,-87.7634042,41.9980422
Harper Foods,"1455 E 57th St, Chicago, IL 60637, USA",41.7913358,-87.5894604,ChIJy3GddBIpDogRdD8kgBmLri4,-87.5894604,41.7913358
Harvestime Foods,"2632 W Lawrence Ave, Chicago, IL 60625, USA",41.9686591,-87.6952369,ChIJ9YAbAQfSD4gRhIv08iDbB18,-87.6952369,41.9686591
Healthy Food Hub,2423 East 75th Street,41.7588646,-87.5654081,n4531565044,-87.5654081,41.7588646
HMart,801 Civic Center Drive,42.02213486,-87.8011767,w201490977,-87.8011767,42.02213486
Holzkopf's Meat Market,6155 North Broadway,41.9938986,-87.6601549,n2029405859,-87.6601549,41.9938986
Horizon Mini Market,"Chicago, IL 60619, USA",41.7267471,-87.6047947,ChIJe-j3ExomDogRW68iDiCHsj4,-87.6047947,41.7267471
Horner Park Farmers Market,"2741 W Montrose Ave, Chicago, IL 60618, USA",41.9610426,-87.6971794,ChIJy3RTB_bND4gRtRJtdajggZ0,-87.6971794,41.9610426
Hungarian Kosher Foods,4020 Oakton Street,42.02659326,-87.72904002,w157279718,-87.72904002,42.02659326
Hyde Park Produce Market,"1226 E 53rd St, Chicago, IL 60615, USA",41.7999353,-87.595523,ChIJTz8W8GspDogRiXFQjgFLe84,-87.595523,41.7999353
Independence Park Farmers Market,"3945 N Springfield Ave, Chicago, IL 60618, USA",41.9534394,-87.7248516,ChIJUaphmbnND4gR6uWGnR80ADs,-87.7248516,41.9534394
Indo Pak Meat & Grocery LLC,"3922 W Lawrence Ave, Chicago, IL 60625, USA",41.9683994,-87.7265143,ChIJpTFomtrND4gRIl97-D8N8jo,-87.7265143,41.9683994
Ingleside Foods,"5117 S Ingleside Ave, Chicago, IL 60615, USA",41.8016927,-87.6025531,ChIJE7y1lEMpDogRQNxNkPOtSi0,-87.6025531,41.8016927
